userId,userPw,userType
1171,1234,CLASSMATE
1172,1234,CLASSMATE
1173,1234,CLASSMATE
1174,1234,CLASSMATE
1175,1234,CLASSMATE
1176,1234,CLASSMATE
1177,1234,CLASSMATE
1178,1234,CLASSMATE
1179,1234,CLASSMATE
1180,1234,CLASSMATE
1181,1234,CLASSMATE
1182,1234,CLASSMATE
1183,1234,CLASSMATE
1184,1234,CLASSMATE
1185,1234,CLASSMATE
1186,1234,CLASSMATE
1187,1234,CLASSMATE
1188,1234,CLASSMATE
1189,1234,CLASSMATE
1190,1234,CLASSMATE
1191,1234,CLASSMATE
1192,1234,CLASSMATE
1193,1234,CLASSMATE
1194,1234,CLASSMATE
1195,1234,CLASSMATE
1196,1234,CLASSMATE
1197,1234,CLASSMATE
1198,1234,CLASSMATE
1199,1234,CLASSMATE
1200,1234,CLASSMATE
1201,1234,CLASSMATE
1202,1234,CLASSMATE
1203,1234,CLASSMATE
1204,1234,CLASSMATE
1205,1234,CLASSMATE
1206,1234,CLASSMATE
1207,1234,CLASSMATE
1208,1234,CLASSMATE
1209,1234,CLASSMATE
1210,1234,CLASSMATE
1211,1234,CLASSMATE
1212,1234,CLASSMATE
1213,1234,CLASSMATE
1214,1234,CLASSMATE
1215,1234,CLASSMATE
1216,1234,CLASSMATE
1217,1234,CLASSMATE
1218,1234,CLASSMATE
1219,1234,CLASSMATE
1220,1234,CLASSMATE
1221,1234,CLASSMATE
1222,1234,CLASSMATE
1223,1234,CLASSMATE
1224,1234,CLASSMATE
1225,1234,CLASSMATE
1226,1234,CLASSMATE
1227,1234,CLASSMATE
1228,1234,CLASSMATE
1229,1234,CLASSMATE
1230,1234,CLASSMATE
1231,1234,CLASSMATE
1232,1234,CLASSMATE
1233,1234,CLASSMATE
1234,1234,CLASSMATE
1235,1234,CLASSMATE
1236,1234,CLASSMATE
1237,1234,CLASSMATE
1238,1234,CLASSMATE
1239,1234,CLASSMATE
1240,1234,CLASSMATE
1241,1234,CLASSMATE
1242,1234,CLASSMATE
1243,1234,CLASSMATE
1244,1234,CLASSMATE
1245,1234,CLASSMATE
1246,1234,CLASSMATE
1247,1234,CLASSMATE
1248,1234,CLASSMATE
1249,1234,CLASSMATE
1250,1234,CLASSMATE
1251,1234,CLASSMATE
1252,1234,CLASSMATE
1253,1234,CLASSMATE
1254,1234,CLASSMATE
1255,1234,CLASSMATE
1256,1234,CLASSMATE
1257,1234,CLASSMATE
1258,1234,CLASSMATE
1259,1234,CLASSMATE
1260,1234,CLASSMATE
1261,1234,CLASSMATE
1262,1234,CLASSMATE
1263,1234,CLASSMATE
1264,1234,CLASSMATE
1265,1234,CLASSMATE
1266,1234,CLASSMATE
1267,1234,CLASSMATE
1268,1234,CLASSMATE
1269,1234,CLASSMATE
1270,1234,CLASSMATE
1271,1234,CLASSMATE
1272,1234,CLASSMATE
1273,1234,CLASSMATE
1274,1234,CLASSMATE
1275,1234,CLASSMATE
1276,1234,CLASSMATE
1277,1234,CLASSMATE
1278,1234,CLASSMATE
1279,1234,CLASSMATE
1280,1234,CLASSMATE
1281,1234,CLASSMATE
1282,1234,CLASSMATE
1283,1234,CLASSMATE
1284,1234,CLASSMATE
1285,1234,CLASSMATE
1286,1234,CLASSMATE
1287,1234,CLASSMATE
1288,1234,CLASSMATE
1289,1234,CLASSMATE
1290,1234,CLASSMATE
1291,1234,CLASSMATE
1292,1234,CLASSMATE
1293,1234,CLASSMATE
1294,1234,CLASSMATE
1295,1234,CLASSMATE
1296,1234,CLASSMATE
1297,1234,CLASSMATE
1298,1234,CLASSMATE
1299,1234,CLASSMATE
1300,1234,CLASSMATE
1301,1234,CLASSMATE
1302,1234,CLASSMATE
1303,1234,CLASSMATE
1304,1234,CLASSMATE
1305,1234,CLASSMATE
1306,1234,CLASSMATE
1307,1234,CLASSMATE
1308,1234,CLASSMATE
1309,1234,CLASSMATE
1310,1234,CLASSMATE
1311,1234,CLASSMATE
1312,1234,CLASSMATE
1313,1234,CLASSMATE
1314,1234,CLASSMATE
1315,1234,CLASSMATE
1316,1234,CLASSMATE
1317,1234,CLASSMATE
1318,1234,CLASSMATE
1319,1234,CLASSMATE
1320,1234,CLASSMATE
1321,1234,CLASSMATE
1322,1234,CLASSMATE
1323,1234,CLASSMATE
1324,1234,CLASSMATE
1325,1234,CLASSMATE
1326,1234,CLASSMATE
1327,1234,CLASSMATE
1328,1234,CLASSMATE
1329,1234,CLASSMATE
1330,1234,CLASSMATE
1331,1234,CLASSMATE
1332,1234,CLASSMATE
1333,1234,CLASSMATE
1334,1234,CLASSMATE
1335,1234,CLASSMATE
1336,1234,CLASSMATE
1337,1234,CLASSMATE
1338,1234,CLASSMATE
1339,1234,CLASSMATE
1340,1234,CLASSMATE
1341,1234,CLASSMATE
1342,1234,CLASSMATE
1343,1234,CLASSMATE
1344,1234,CLASSMATE
1345,1234,CLASSMATE
1346,1234,CLASSMATE
1347,1234,CLASSMATE
1348,1234,CLASSMATE
1349,1234,CLASSMATE
1350,1234,CLASSMATE
1351,1234,CLASSMATE
1352,1234,CLASSMATE
1353,1234,CLASSMATE
1354,1234,CLASSMATE
1355,1234,CLASSMATE
1356,1234,CLASSMATE
1357,1234,CLASSMATE
1358,1234,CLASSMATE
1359,1234,CLASSMATE
1360,1234,CLASSMATE
1361,1234,CLASSMATE
1362,1234,CLASSMATE
1363,1234,CLASSMATE
1364,1234,CLASSMATE
1365,1234,CLASSMATE
1366,1234,CLASSMATE
1367,1234,CLASSMATE
1368,1234,CLASSMATE
1369,1234,CLASSMATE
1370,1234,CLASSMATE
1371,1234,CLASSMATE
1372,1234,CLASSMATE
1373,1234,CLASSMATE
1374,1234,CLASSMATE
1375,1234,CLASSMATE
1376,1234,CLASSMATE
1377,1234,CLASSMATE
1378,1234,CLASSMATE
1379,1234,CLASSMATE
1380,1234,CLASSMATE
1381,1234,CLASSMATE
1382,1234,CLASSMATE
1383,1234,CLASSMATE
1384,1234,CLASSMATE
1385,1234,CLASSMATE
1386,1234,CLASSMATE
1387,1234,CLASSMATE
1388,1234,CLASSMATE
1389,1234,CLASSMATE
1390,1234,CLASSMATE
1391,1234,CLASSMATE
1392,1234,CLASSMATE
1393,1234,CLASSMATE
1394,1234,CLASSMATE
1395,1234,CLASSMATE
1396,1234,CLASSMATE
1397,1234,CLASSMATE
1398,1234,CLASSMATE
1399,1234,CLASSMATE
1400,1234,CLASSMATE
1401,1234,CLASSMATE
1402,1234,CLASSMATE
1403,1234,CLASSMATE
1404,1234,CLASSMATE
1405,1234,CLASSMATE
1406,1234,CLASSMATE
1407,1234,CLASSMATE
1408,1234,CLASSMATE
1409,1234,CLASSMATE
1410,1234,CLASSMATE
1411,1234,CLASSMATE
1412,1234,CLASSMATE
1413,1234,CLASSMATE
1414,1234,CLASSMATE
1415,1234,CLASSMATE
1416,1234,CLASSMATE
1417,1234,CLASSMATE
1418,1234,CLASSMATE
1419,1234,CLASSMATE
1420,1234,CLASSMATE
1421,1234,CLASSMATE
1422,1234,CLASSMATE
1423,1234,CLASSMATE
1424,1234,CLASSMATE
1425,1234,CLASSMATE
1426,1234,CLASSMATE
1427,1234,CLASSMATE
1428,1234,CLASSMATE
1429,1234,CLASSMATE
1430,1234,CLASSMATE
1431,1234,CLASSMATE
1432,1234,CLASSMATE
1433,1234,CLASSMATE
1434,1234,CLASSMATE
1435,1234,CLASSMATE
1436,1234,CLASSMATE
1437,1234,CLASSMATE
1438,1234,CLASSMATE
1439,1234,CLASSMATE
1440,1234,CLASSMATE
1441,1234,CLASSMATE
1442,1234,CLASSMATE
1443,1234,CLASSMATE
1444,1234,CLASSMATE
1445,1234,CLASSMATE
1446,1234,CLASSMATE
1447,1234,CLASSMATE
1448,1234,CLASSMATE
1449,1234,CLASSMATE
1450,1234,CLASSMATE
1451,1234,CLASSMATE
1452,1234,CLASSMATE
1453,1234,CLASSMATE
1454,1234,CLASSMATE
1455,1234,CLASSMATE
1456,1234,CLASSMATE
1457,1234,CLASSMATE
1458,1234,CLASSMATE
1459,1234,CLASSMATE
1460,1234,CLASSMATE
1461,1234,CLASSMATE
1462,1234,CLASSMATE
1463,1234,CLASSMATE
1464,1234,CLASSMATE
1465,1234,CLASSMATE
1466,1234,CLASSMATE
1467,1234,CLASSMATE
1468,1234,CLASSMATE
1469,1234,CLASSMATE
1470,1234,CLASSMATE
1471,1234,CLASSMATE
1472,1234,CLASSMATE
1473,1234,CLASSMATE
1474,1234,CLASSMATE
1475,1234,CLASSMATE
1476,1234,CLASSMATE
1477,1234,CLASSMATE
1478,1234,CLASSMATE
1479,1234,CLASSMATE
1480,1234,CLASSMATE
1481,1234,CLASSMATE
1482,1234,CLASSMATE
1483,1234,CLASSMATE
1484,1234,CLASSMATE
1485,1234,CLASSMATE
1486,1234,CLASSMATE
1487,1234,CLASSMATE
1488,1234,CLASSMATE
1489,1234,CLASSMATE
1490,1234,CLASSMATE
1491,1234,CLASSMATE
1492,1234,CLASSMATE
1493,1234,CLASSMATE
1494,1234,CLASSMATE
1495,1234,CLASSMATE
1496,1234,CLASSMATE
1497,1234,CLASSMATE
1498,1234,CLASSMATE
1499,1234,CLASSMATE
1500,1234,CLASSMATE
1501,1234,CLASSMATE
1502,1234,CLASSMATE
1503,1234,CLASSMATE
1504,1234,CLASSMATE
1505,1234,CLASSMATE
1506,1234,CLASSMATE
1507,1234,CLASSMATE
1508,1234,CLASSMATE
1509,1234,CLASSMATE
1510,1234,CLASSMATE
1511,1234,CLASSMATE
1512,1234,CLASSMATE
1513,1234,CLASSMATE
1514,1234,CLASSMATE
1515,1234,CLASSMATE
1516,1234,CLASSMATE
1517,1234,CLASSMATE
1518,1234,CLASSMATE
1519,1234,CLASSMATE
1520,1234,CLASSMATE
1521,1234,CLASSMATE
1522,1234,CLASSMATE
1523,1234,CLASSMATE
1524,1234,CLASSMATE
1525,1234,CLASSMATE
1526,1234,CLASSMATE
1527,1234,CLASSMATE
1528,1234,CLASSMATE
1529,1234,CLASSMATE
1530,1234,CLASSMATE
1531,1234,CLASSMATE
1532,1234,CLASSMATE
1533,1234,CLASSMATE
1534,1234,CLASSMATE
1535,1234,CLASSMATE
1536,1234,CLASSMATE
1537,1234,CLASSMATE
1538,1234,CLASSMATE
1539,1234,CLASSMATE
1540,1234,CLASSMATE
1541,1234,CLASSMATE
1542,1234,CLASSMATE
1543,1234,CLASSMATE
1544,1234,CLASSMATE
1545,1234,CLASSMATE
1546,1234,CLASSMATE
1547,1234,CLASSMATE
1548,1234,CLASSMATE
1549,1234,CLASSMATE
1550,1234,CLASSMATE
1551,1234,CLASSMATE
1552,1234,CLASSMATE
1553,1234,CLASSMATE
1554,1234,CLASSMATE
1555,1234,CLASSMATE
1556,1234,CLASSMATE
1557,1234,CLASSMATE
1558,1234,CLASSMATE
1559,1234,CLASSMATE
1560,1234,CLASSMATE
1561,1234,CLASSMATE
1562,1234,CLASSMATE
1563,1234,CLASSMATE
1564,1234,CLASSMATE
1565,1234,CLASSMATE
1566,1234,CLASSMATE
1567,1234,CLASSMATE
1568,1234,CLASSMATE
1569,1234,CLASSMATE
1570,1234,CLASSMATE
1571,1234,CLASSMATE
1572,1234,CLASSMATE
1573,1234,CLASSMATE
1574,1234,CLASSMATE
1575,1234,CLASSMATE
1576,1234,CLASSMATE
1577,1234,CLASSMATE
1578,1234,CLASSMATE
1579,1234,CLASSMATE
1580,1234,CLASSMATE
1581,1234,CLASSMATE
1582,1234,CLASSMATE
1583,1234,CLASSMATE
1584,1234,CLASSMATE
1585,1234,CLASSMATE
1586,1234,CLASSMATE
1587,1234,CLASSMATE
1588,1234,CLASSMATE
1589,1234,CLASSMATE
1590,1234,CLASSMATE
1591,1234,CLASSMATE
1592,1234,CLASSMATE
1593,1234,CLASSMATE
1594,1234,CLASSMATE
1595,1234,CLASSMATE
1596,1234,CLASSMATE
1597,1234,CLASSMATE
1598,1234,CLASSMATE
1599,1234,CLASSMATE
1600,1234,CLASSMATE
1601,1234,CLASSMATE
1602,1234,CLASSMATE
1603,1234,CLASSMATE
1604,1234,CLASSMATE
1605,1234,CLASSMATE
1606,1234,CLASSMATE
1607,1234,CLASSMATE
1608,1234,CLASSMATE
1609,1234,CLASSMATE
1610,1234,CLASSMATE
1611,1234,CLASSMATE
1612,1234,CLASSMATE
1613,1234,CLASSMATE
1614,1234,CLASSMATE
1615,1234,CLASSMATE
1616,1234,CLASSMATE
1617,1234,CLASSMATE
1618,1234,CLASSMATE
1619,1234,CLASSMATE
1620,1234,CLASSMATE
1621,1234,CLASSMATE
1622,1234,CLASSMATE
1623,1234,CLASSMATE
1624,1234,CLASSMATE
1625,1234,CLASSMATE
1626,1234,CLASSMATE
1627,1234,CLASSMATE
1628,1234,CLASSMATE
1629,1234,CLASSMATE
1630,1234,CLASSMATE
1631,1234,CLASSMATE
1632,1234,CLASSMATE
1633,1234,CLASSMATE
1634,1234,CLASSMATE
1635,1234,CLASSMATE
1636,1234,CLASSMATE
1637,1234,CLASSMATE
1638,1234,CLASSMATE
1639,1234,CLASSMATE
1640,1234,CLASSMATE
1641,1234,CLASSMATE
1642,1234,CLASSMATE
1643,1234,CLASSMATE
1644,1234,CLASSMATE
1645,1234,CLASSMATE
1646,1234,CLASSMATE
1647,1234,CLASSMATE
1648,1234,CLASSMATE
1649,1234,CLASSMATE
1650,1234,CLASSMATE
1651,1234,CLASSMATE
1652,1234,CLASSMATE
1653,1234,CLASSMATE
1654,1234,CLASSMATE
1655,1234,CLASSMATE
1656,1234,CLASSMATE
1657,1234,CLASSMATE
1658,1234,CLASSMATE
1659,1234,CLASSMATE
1660,1234,CLASSMATE
1661,1234,CLASSMATE
1662,1234,CLASSMATE
1663,1234,CLASSMATE
1664,1234,CLASSMATE
1665,1234,CLASSMATE
1666,1234,CLASSMATE
1667,1234,CLASSMATE
1668,1234,CLASSMATE
1669,1234,CLASSMATE
1670,1234,CLASSMATE
1671,1234,CLASSMATE
1672,1234,CLASSMATE
1673,1234,CLASSMATE
1674,1234,CLASSMATE
1675,1234,CLASSMATE
1676,1234,CLASSMATE
1677,1234,CLASSMATE
1678,1234,CLASSMATE
1679,1234,CLASSMATE
1680,1234,CLASSMATE
1681,1234,CLASSMATE
1682,1234,CLASSMATE
1683,1234,CLASSMATE
1684,1234,CLASSMATE
1685,1234,CLASSMATE
1686,1234,CLASSMATE
1687,1234,CLASSMATE
1688,1234,CLASSMATE
1689,1234,CLASSMATE
1690,1234,CLASSMATE
1691,1234,CLASSMATE
1692,1234,CLASSMATE
1693,1234,CLASSMATE
1694,1234,CLASSMATE
1695,1234,CLASSMATE
1696,1234,CLASSMATE
1697,1234,CLASSMATE
1698,1234,CLASSMATE
1699,1234,CLASSMATE
1700,1234,CLASSMATE
1701,1234,CLASSMATE
1702,1234,CLASSMATE
1703,1234,CLASSMATE
1704,1234,CLASSMATE
1705,1234,CLASSMATE
1706,1234,CLASSMATE
1707,1234,CLASSMATE
1708,1234,CLASSMATE
1709,1234,CLASSMATE
1710,1234,CLASSMATE
1711,1234,CLASSMATE
1712,1234,CLASSMATE
1713,1234,CLASSMATE
1714,1234,CLASSMATE
1715,1234,CLASSMATE
1716,1234,CLASSMATE
1717,1234,CLASSMATE
1718,1234,CLASSMATE
1719,1234,CLASSMATE
1720,1234,CLASSMATE
1721,1234,CLASSMATE
1722,1234,CLASSMATE
1723,1234,CLASSMATE
1724,1234,CLASSMATE
1725,1234,CLASSMATE
1726,1234,CLASSMATE
1727,1234,CLASSMATE
1728,1234,CLASSMATE
1729,1234,CLASSMATE
1730,1234,CLASSMATE
1731,1234,CLASSMATE
1732,1234,CLASSMATE
1733,1234,CLASSMATE
1734,1234,CLASSMATE
1735,1234,CLASSMATE
1736,1234,CLASSMATE
1737,1234,CLASSMATE
1738,1234,CLASSMATE
1739,1234,CLASSMATE
1740,1234,CLASSMATE
1741,1234,CLASSMATE
1742,1234,CLASSMATE
1743,1234,CLASSMATE
1744,1234,CLASSMATE
1745,1234,CLASSMATE
1746,1234,CLASSMATE
1747,1234,CLASSMATE
1748,1234,CLASSMATE
1749,1234,CLASSMATE
1750,1234,CLASSMATE
1751,1234,CLASSMATE
1752,1234,CLASSMATE
1753,1234,CLASSMATE
1754,1234,CLASSMATE
1755,1234,CLASSMATE
1756,1234,CLASSMATE
1757,1234,CLASSMATE
1758,1234,CLASSMATE
1759,1234,CLASSMATE
1760,1234,CLASSMATE
1761,1234,CLASSMATE
1762,1234,CLASSMATE
1763,1234,CLASSMATE
1764,1234,CLASSMATE
1765,1234,CLASSMATE
1766,1234,CLASSMATE
1767,1234,CLASSMATE
1768,1234,CLASSMATE
1769,1234,CLASSMATE
1770,1234,CLASSMATE
1771,1234,CLASSMATE
1772,1234,CLASSMATE
1773,1234,CLASSMATE
1774,1234,CLASSMATE
1775,1234,CLASSMATE
1776,1234,CLASSMATE
1777,1234,CLASSMATE
1778,1234,CLASSMATE
1779,1234,CLASSMATE
1780,1234,CLASSMATE
1781,1234,CLASSMATE
1782,1234,CLASSMATE
1783,1234,CLASSMATE
1784,1234,CLASSMATE
1785,1234,CLASSMATE
1786,1234,CLASSMATE
1787,1234,CLASSMATE
1788,1234,CLASSMATE
1789,1234,CLASSMATE
1790,1234,CLASSMATE
1791,1234,CLASSMATE
1792,1234,CLASSMATE
1793,1234,CLASSMATE
1794,1234,CLASSMATE
1795,1234,CLASSMATE
1796,1234,CLASSMATE
1797,1234,CLASSMATE
1798,1234,CLASSMATE
1799,1234,CLASSMATE
1800,1234,CLASSMATE
1801,1234,CLASSMATE
1802,1234,CLASSMATE
1803,1234,CLASSMATE
1804,1234,CLASSMATE
1805,1234,CLASSMATE
1806,1234,CLASSMATE
1807,1234,CLASSMATE
1808,1234,CLASSMATE
1809,1234,CLASSMATE
1810,1234,CLASSMATE
1811,1234,CLASSMATE
1812,1234,CLASSMATE
1813,1234,CLASSMATE
1814,1234,CLASSMATE
1815,1234,CLASSMATE
1816,1234,CLASSMATE
1817,1234,CLASSMATE
1818,1234,CLASSMATE
1819,1234,CLASSMATE
1820,1234,CLASSMATE
1821,1234,CLASSMATE
1822,1234,CLASSMATE
1823,1234,CLASSMATE
1824,1234,CLASSMATE
1825,1234,CLASSMATE
1826,1234,CLASSMATE
1827,1234,CLASSMATE
1828,1234,CLASSMATE
1829,1234,CLASSMATE
1830,1234,CLASSMATE
1831,1234,CLASSMATE
1832,1234,CLASSMATE
1833,1234,CLASSMATE
1834,1234,CLASSMATE
1835,1234,CLASSMATE
1836,1234,CLASSMATE
1837,1234,CLASSMATE
1838,1234,CLASSMATE
1839,1234,CLASSMATE
1840,1234,CLASSMATE
1841,1234,CLASSMATE
1842,1234,CLASSMATE
1843,1234,CLASSMATE
1844,1234,CLASSMATE
1845,1234,CLASSMATE
1846,1234,CLASSMATE
1847,1234,CLASSMATE
1848,1234,CLASSMATE
1849,1234,CLASSMATE
1850,1234,CLASSMATE
1851,1234,CLASSMATE
1852,1234,CLASSMATE
1853,1234,CLASSMATE
1854,1234,CLASSMATE
1855,1234,CLASSMATE
1856,1234,CLASSMATE
1857,1234,CLASSMATE
1858,1234,CLASSMATE
1859,1234,CLASSMATE
1860,1234,CLASSMATE
1861,1234,CLASSMATE
1862,1234,CLASSMATE
1863,1234,CLASSMATE
1864,1234,CLASSMATE
1865,1234,CLASSMATE
1866,1234,CLASSMATE
1867,1234,CLASSMATE
1868,1234,CLASSMATE
1869,1234,CLASSMATE
1870,1234,CLASSMATE
1871,1234,CLASSMATE
1872,1234,CLASSMATE
1873,1234,CLASSMATE
1874,1234,CLASSMATE
1875,1234,CLASSMATE
1876,1234,CLASSMATE
1877,1234,CLASSMATE
1878,1234,CLASSMATE
1879,1234,CLASSMATE
1880,1234,CLASSMATE
1881,1234,CLASSMATE
1882,1234,CLASSMATE
1883,1234,CLASSMATE
1884,1234,CLASSMATE
1885,1234,CLASSMATE
1886,1234,CLASSMATE
1887,1234,CLASSMATE
1888,1234,CLASSMATE
1889,1234,CLASSMATE
1890,1234,CLASSMATE
1891,1234,CLASSMATE
1892,1234,CLASSMATE
1893,1234,CLASSMATE
1894,1234,CLASSMATE
1895,1234,CLASSMATE
1896,1234,CLASSMATE
1897,1234,CLASSMATE
1898,1234,CLASSMATE
1899,1234,CLASSMATE
1900,1234,CLASSMATE
1901,1234,CLASSMATE
1902,1234,CLASSMATE
1903,1234,CLASSMATE
1904,1234,CLASSMATE
1905,1234,CLASSMATE
1906,1234,CLASSMATE
1907,1234,CLASSMATE
1908,1234,CLASSMATE
1909,1234,CLASSMATE
1910,1234,CLASSMATE
1911,1234,CLASSMATE
1912,1234,CLASSMATE
1913,1234,CLASSMATE
1914,1234,CLASSMATE
1915,1234,CLASSMATE
1916,1234,CLASSMATE
1917,1234,CLASSMATE
1918,1234,CLASSMATE
1919,1234,CLASSMATE
1920,1234,CLASSMATE
1921,1234,CLASSMATE
1922,1234,CLASSMATE
1923,1234,CLASSMATE
1924,1234,CLASSMATE
1925,1234,CLASSMATE
1926,1234,CLASSMATE
1927,1234,CLASSMATE
1928,1234,CLASSMATE
1929,1234,CLASSMATE
1930,1234,CLASSMATE
1931,1234,CLASSMATE
1932,1234,CLASSMATE
1933,1234,CLASSMATE
1934,1234,CLASSMATE
1935,1234,CLASSMATE
1936,1234,CLASSMATE
1937,1234,CLASSMATE
1938,1234,CLASSMATE
1939,1234,CLASSMATE
1940,1234,CLASSMATE
1941,1234,CLASSMATE
1942,1234,CLASSMATE
1943,1234,CLASSMATE
1944,1234,CLASSMATE
1945,1234,CLASSMATE
1946,1234,CLASSMATE
1947,1234,CLASSMATE
1948,1234,CLASSMATE
1949,1234,CLASSMATE
1950,1234,CLASSMATE
1951,1234,CLASSMATE
1952,1234,CLASSMATE
1953,1234,CLASSMATE
1954,1234,CLASSMATE
1955,1234,CLASSMATE
1956,1234,CLASSMATE
1957,1234,CLASSMATE
1958,1234,CLASSMATE
1959,1234,CLASSMATE
1960,1234,CLASSMATE
1961,1234,CLASSMATE
1962,1234,CLASSMATE
1963,1234,CLASSMATE
1964,1234,CLASSMATE
1965,1234,CLASSMATE
1966,1234,CLASSMATE
1967,1234,CLASSMATE
1968,1234,CLASSMATE
1969,1234,CLASSMATE
1970,1234,CLASSMATE
1971,1234,CLASSMATE
1972,1234,CLASSMATE
1973,1234,CLASSMATE
1974,1234,CLASSMATE
1975,1234,CLASSMATE
1976,1234,CLASSMATE
1977,1234,CLASSMATE
1978,1234,CLASSMATE
1979,1234,CLASSMATE
1980,1234,CLASSMATE
1981,1234,CLASSMATE
1982,1234,CLASSMATE
1983,1234,CLASSMATE
1984,1234,CLASSMATE
1985,1234,CLASSMATE
1986,1234,CLASSMATE
1987,1234,CLASSMATE
1988,1234,CLASSMATE
1989,1234,CLASSMATE
1990,1234,CLASSMATE
1991,1234,CLASSMATE
1992,1234,CLASSMATE
1993,1234,CLASSMATE
1994,1234,CLASSMATE
1995,1234,CLASSMATE
1996,1234,CLASSMATE
1997,1234,CLASSMATE
